player_id,total_sessions,total_events,total_revenue,purchase_events,first_country,days_since_first_session,ltv_target,will_pay_in_future,historical_payer,sessions_per_day,session_frequency_score,is_daily_player,is_casual_player,is_hardcore_player,events_per_session,engagement_intensity,is_high_engagement,is_low_engagement,session_efficiency,efficiency_score,engagement_depth,activity_score,first_session_quality,is_high_first_engagement,has_purchase_intent,purchase_conversion_rate,is_high_purchase_intent,is_historical_payer,is_whale_historical,is_high_value_historical_payer,is_medium_value_historical_payer,is_low_value_historical_payer,revenue_per_session,revenue_session_score,revenue_per_event,monetization_efficiency,revenue_log,revenue_sqrt,revenue_concentration,early_monetizer,purchase_frequency,purchase_propensity,is_frequent_purchaser,avg_purchase_value,purchase_value_score,has_country_info,has_install_source,has_campaign_info,player_segment,is_segment_0,is_segment_1,is_segment_2,is_segment_3,is_segment_4,first_country_encoded,revenue_engagement_score,future_user_category,will_be_whale,will_be_medium_spender,will_be_low_spender,will_be_non_payer
AF3F2FA86CA6A586,1,1,0.0,0,US,65,49.99,1,0,0,0,0,1,0,1.0,0.6931471805599453,0,1,0.1,0.09531017980432487,0.6931471805599453,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0,8,0.0,Whale,1,0,0,0
5A7CC550FD3AD10,3,17,0.121,2,US,65,18.394699999999997,1,1,0,0,0,1,0,5.666666666666667,1.8971199848858813,0,0,0.5666666666666667,0.4489502200479032,23.56700413903814,7.14142842854285,5.666666666666667,0,1,0.11764705882352941,1,1,0,1,1,0,0.04033333333333333,0.039541174620532686,0.007117647058823529,0.007092436166464645,0.11422114409002286,0.3478505426185217,0.0018615384615384616,0,0.6666666666666666,0.5108256237659906,1,0.0605,0.058740495022600085,1,0,0,3,0,0,0,1,0,8,0.6856666666666666,Whale,1,0,0,0
45EF7CC846224864,1,30,5.083600000000001,2,US,64,14.097199999999999,1,1,0,0,0,1,0,30.0,3.4339872044851463,1,0,3.0,1.3862943611198906,20.79441541679836,5.477225575051661,30.0,1,1,0.06666666666666667,1,1,1,1,1,0,5.083600000000001,1.8055966260160767,0.16945333333333334,0.15653640315345743,1.8055966260160767,2.2546840133375676,0.07943125000000001,0,2.0,1.0986122886681098,1,2.5418000000000003,1.2646350724925617,1,0,0,4,0,0,0,0,1,8,152.508,Whale,1,0,0,0
28306EF89EB89460,2,12,19.99,1,US,65,11.225999999999999,1,1,0,0,0,1,0,6.0,1.9459101490553132,0,0,0.6,0.4700036292457355,13.183347464017316,4.898979485566356,6.0,0,1,0.08333333333333333,1,1,1,1,1,0,9.995,2.3974406240067245,1.6658333333333333,0.9805167041734263,3.0440461338325417,4.471017781221631,0.30753846153846154,0,0.5,0.4054651081081644,1,19.99,3.0440461338325417,1,0,0,0,1,0,0,0,0,8,119.94,Whale,1,0,0,0
885539F88CFBF39E,3,37,4.4109,7,US,65,10.473599999999998,1,1,0,0,0,1,0,12.333333333333334,2.5902671654458267,1,0,1.2333333333333334,0.8034952377288107,51.29289136143595,10.535653752852738,12.333333333333334,1,1,0.1891891891891892,1,1,1,1,1,0,1.4703,0.9043396007544006,0.1192135135135135,0.11262621855777921,1.6884154376175275,2.1002142747824566,0.06786,0,2.3333333333333335,1.2039728043259361,1,0.6301285714285714,0.4886588898849888,1,0,0,3,0,0,0,1,0,8,54.4011,Whale,1,0,0,0
7E39AAC97E8D33EB,9,74,0.12210000000000001,19,US,65,10.153200000000002,1,1,0,0,0,1,0,8.222222222222221,2.2216160304603783,1,0,0.8222222222222222,0.6000567574939334,170.39129688155938,25.80697580112788,8.222222222222221,0,1,0.25675675675675674,1,1,0,1,1,0,0.013566666666666668,0.013475463401423336,0.0016500000000000002,0.0016486402455244413,0.11520192968868354,0.349428104193123,0.0018784615384615387,0,2.111111111111111,1.1349799328389845,1,0.006426315789473685,0.0064057550616356766,1,0,0,1,0,1,0,0,0,8,1.0039333333333333,Whale,1,0,0,0
7B0F4487FF2908D6,2,56,10.151000000000003,20,US,65,10.1498,1,1,0,0,0,1,0,28.0,3.367295829986474,1,0,2.8,1.33500106673234,61.522288165414146,10.583005244258363,28.0,1,1,0.35714285714285715,1,1,1,1,1,0,5.075500000000002,1.8042642903665296,0.1812678571428572,0.16658831686952671,2.411529179983225,3.186063401754586,0.1561692307692308,0,10.0,2.3978952727983707,1,0.5075500000000002,0.4104858165650284,1,0,0,4,0,0,0,0,1,8,284.22800000000007,Whale,1,0,0,0
21AB637E9ACA061C,2,19,0.0528,5,US,63,10.104700000000001,1,1,0,0,0,1,0,9.5,2.3513752571634776,1,0,0.95,0.6678293725756554,20.873633484694086,6.164414002968976,9.5,1,1,0.2631578947368421,1,1,0,0,1,0,0.0264,0.02605753431928962,0.0027789473684210527,0.002775093232825045,0.051453281588915704,0.22978250586152116,0.000838095238095238,0,2.5,1.252762968495368,1,0.01056,0.010504632645085527,1,0,0,3,0,0,0,1,0,8,0.5016,Whale,1,0,0,0
F031764D54939297,1,6,0.0,0,US,65,10.0005,1,0,0,0,0,1,0,6.0,1.9459101490553132,0,0,0.6,0.4700036292457355,4.1588830833596715,2.449489742783178,6.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0,8,0.0,Whale,1,0,0,0
D329589D9B37BD7C,3,15,0.0942,1,US,64,8.204,1,1,0,0,0,1,0,5.0,1.791759469228055,0,0,0.5,0.4054651081081644,20.79441541679836,6.708203932499369,5.0,0,1,0.06666666666666667,1,1,0,1,1,0,0.031400000000000004,0.030917102634721524,0.00628,0.006260362970813883,0.0900235026475885,0.3069201850644561,0.001471875,0,0.3333333333333333,0.2876820724517809,1,0.0942,0.0900235026475885,1,0,0,0,1,0,0,0,0,8,0.47100000000000003,Whale,1,0,0,0
